user_id,authentication_id
82881783,6110bb1f41d13e06bc32b626
82887098,6110bb1f41d13e06bc32b647
91815675,5b8065c3b13f3835f374af05
95878157,63062e7f45a2b8049e4b30da
96291672,63062e7f45a2b8049e4b313b
96292800,57ac8db412e3e01623003c53
100128831,63062e7e45a2b8049e4b24da
107162082,64ccedc625c7d90447a04eba
107162156,64ccedc625c7d90447a04efc
107162293,64ccedc625c7d90447a04e69
107932907,63062e7e45a2b8049e4b244e
107932915,63062e7f45a2b8049e4b270f
108574752,63062e7e45a2b8049e4b2545
108574753,63062e7f45a2b8049e4b2665
21205522,574f2c682f805cd90100378e
21250353,57a096d1bdb63a6e5a003bad
57756330,5d4d76157542d406823efaff
58069612,599329f65458d50926001e06
58189775,5b69dd1afd5551516d423b64
65394517,5d4d76157542d406823efa6d
68772249,5f3a2febac5c210242b138e7
69244771,5f3a2febac5c210242b13832
75000562,5f3a2febac5c210242b13838
79591316,5c6c801df37019050a2f33e5
82670879,6110bb2041d13e06bc32b6df
82821375,6110bb2041d13e06bc32b6a3
82877793,6110bb2041d13e06bc32b6cc
82888090,6110bb1f41d13e06bc32b5b4
95722059,63062e7f45a2b8049e4b2644
96291144,63062e7f45a2b8049e4b2ffc
96291514,63062e7f45a2b8049e4b3144
96292368,63062e7f45a2b8049e4b304a
96292505,574f2c6a2f805cd901003b19
100128822,63062e7e45a2b8049e4b23cc
100128832,63062e7e45a2b8049e4b24e4
104758270,63062e7f45a2b8049e4b25f3
107157783,64ccedc625c7d90447a04f02
107162158,64ccedc625c7d90447a04f26
107162159,64ccedc625c7d90447a04f2c
107933131,63062e7f45a2b8049e4b26af
108184072,64d4010381369a25f08bc7c2
108428748,64ccedc525c7d90447a046f3
108428915,63062e7e45a2b8049e4b2593
108574615,63062e7e45a2b8049e4b2439
108574998,63062e7e45a2b8049e4b2485
21361317,57a096d1bdb63a6e5a003b97
57156094,5b69dd1afd5551516d423bc5
57156142,5b719e70fc1cba0e72395ee8
57159892,599329f75458d50926001e83
57608527,5b69dd1afd5551516d423c42
58064607,5b69dd1afd5551516d423b28
58099024,5b69dd1afd5551516d423b69
68165490,5d4d76157542d406823efb0c
70360207,5f3a2febac5c210242b138a7
75889826,5d4d76157542d406823efa56
78492965,5f3a2febac5c210242b1388d
79584733,5d4d76157542d406823efa97
79589947,5f3a2febac5c210242b1393f
82806436,5f3a2febac5c210242b1384a
82870235,6125830553b48a2f48251d26
95877033,63062e7f45a2b8049e4b30c5
96283969,63062e7f45a2b8049e4b310c
96292322,63062e7f45a2b8049e4b3046
107162088,64ccedc625c7d90447a04f0c
107162308,64ccedc625c7d90447a04f0b
107932950,63062e7f45a2b8049e4b26ea
108428738,63062e7e45a2b8049e4b2598
108428827,63062e7e45a2b8049e4b25be
108428918,63062e7e45a2b8049e4b25b4
108428922,63062e7f45a2b8049e4b2645
108574116,63062e7e45a2b8049e4b246b
21152991,57a096d1bdb63a6e5a003b0f
21272398,57a096d1bdb63a6e5a003bf8
21299350,574f2c692f805cd901003980
21391191,574f2c692f805cd9010039e9
57170245,5b69dd1afd5551516d423c3f
78492180,5f3a2febac5c210242b13951
82869659,6110bb1f41d13e06bc32b63f
82874774,6110bb2041d13e06bc32b659
82877786,6110bb1f41d13e06bc32b63b
82882489,6110bb2041d13e06bc32b6fe
82887108,6110bb2041d13e06bc32b6f9
95068611,63062e7f45a2b8049e4b305b
95123395,63062e7f45a2b8049e4b3003
95644759,599c29d74dfbd7b525001ff1
96283848,63062e7f45a2b8049e4b2fdd
96288657,574f2c692f805cd9010039a3
96291234,63062e7f45a2b8049e4b311f
103098607,63062e7f45a2b8049e4b2633
107175220,64ccedc525c7d90447a046fe
107932904,57a096d1bdb63a6e5a003bf0
108924486,650c762ac054f900d996ee24
21893219,574f2c682f805cd90100381b
57775757,5b69dd1afd5551516d423c18
58063089,5b69dd1afd5551516d423c46
58073733,599329f65458d50926001e55
66317648,5c6c47a8f5d6a50126c28bb2
69529057,5f3a2febac5c210242b1387d
70930028,5d4d76157542d406823efafc
73686320,5d4d76157542d406823efa95
79201310,5f3a2febac5c210242b13931
82341313,5f3a2febac5c210242b13930
82343155,6110bb1f41d13e06bc32b5f4
82888092,6110bb1f41d13e06bc32b5dd
82888102,6110bb2041d13e06bc32b67a
95513880,63062e7e45a2b8049e4b24a1
95876595,63062e7f45a2b8049e4b3096
96287059,63062e7f45a2b8049e4b3153
96292972,599329f75458d50926001f9c
97719055,63062e7e45a2b8049e4b25ad
107158800,64ccedc625c7d90447a04eca
107161897,64ef810ccde9c11a1fa6b8c3
107162302,64ccedc625c7d90447a04eb5
107404214,63062e7e45a2b8049e4b243d
107933061,63062e7e45a2b8049e4b254f
107933134,64ccedc525c7d90447a04704
107933179,63062e7e45a2b8049e4b2444
107933269,63062e7f45a2b8049e4b2638
108181345,64ccedc525c7d90447a046cd
108428747,64ccedc525c7d90447a046f2
108428887,5b69dd19fd5551516d423acc
108428892,63062e7e45a2b8049e4b25a7
108428904,63062e7f45a2b8049e4b2705
108574614,619bf1168e9f5b03ba4d3c00
108574619,63062e7e45a2b8049e4b24a0
57525167,599329f75458d50926001e90
57607300,5b69dd1afd5551516d423b7c
57761064,59b2f4655563687c05001fc8
58075445,59b2f4655563687c05001fc9
58222000,5d4d76157542d406823efaad
59730201,574f2c692f805cd9010039e7
59903259,5d4d76157542d406823efb87
60010428,5d4d76157542d406823efad0
68462664,5d4d76157542d406823efb3c
69470144,5f3a2febac5c210242b13934
69678885,5f3a2febac5c210242b1382c
74800066,5f3a2febac5c210242b13954
79581994,5fa338ffbd2aa8472cfb6b5a
82873637,6110bb2041d13e06bc32b6a8
95878102,63062e7f45a2b8049e4b30df
96292391,574f2c692f805cd9010039aa
107158803,64ccedc625c7d90447a04ed3
107162307,64ccedc625c7d90447a04ef3
107506299,63062e7e45a2b8049e4b25c2
107840961,5d4d76157542d406823ef9ae
107933153,63062e7f45a2b8049e4b2653
108428778,63062e7e45a2b8049e4b2584
50851951,599329f65458d50926001e0a
21124578,57d83bdec7fb7d9001003d2e
57160180,599329f75458d50926001ed2
57607795,5b69dd1afd5551516d423b61
57821201,5b69dd1afd5551516d423c54
57822232,599329f75458d50926001f09
57828852,5b69dd1afd5551516d423c22
58430437,599329f65458d50926001e10
66978328,5f3a2febac5c210242b13864
74851012,5f3a2febac5c210242b13856
75919753,5f3a2febac5c210242b13893
78492385,5f7cbf746d97ce0b701ee598
82347828,611fd7179c2f750d8687f24b
21250423,57a096d1bdb63a6e5a003af6
57539151,5b69dd1afd5551516d423beb
57755334,5d693d400ec227004cc7b231
58221606,5b69dd1afd5551516d423c39
71868924,5d4d76157542d406823efb00
74944658,5f3a2febac5c210242b1384f
82873417,6110bb1f41d13e06bc32b602
82873422,6110bb2041d13e06bc32b657
82873635,5d4d76157542d406823efb58
82881792,6110bb2041d13e06bc32b6f7
95877029,63062e7f45a2b8049e4b309a
95877982,58359c8928a0dae25e001dee
95878403,63062e7f45a2b8049e4b3149
95882075,63062e7f45a2b8049e4b2617
96283847,63062e7f45a2b8049e4b2fd2
96292503,574f2c692f805cd9010039ce
96292804,63062e7f45a2b8049e4b2fd0
107158827,64ccedc625c7d90447a04e2d
107910119,64d5545a396242085c684a57
108574623,63062e7e45a2b8049e4b24c7
21205443,574f2c6a2f805cd901003a6b
21320856,57a096d1bdb63a6e5a003c2f
21407964,57a096d1bdb63a6e5a003c21
35408848,599329f75458d50926001eef
57155470,5b69dd1afd5551516d423b32
57511992,599329f75458d50926001ed1
57586139,5d4d76157542d406823efab7
57611603,5d4d76157542d406823efa72
57674490,5d6fc140df066805868a0c93
57762595,599329f75458d50926001e68
58049365,5b69dd1afd5551516d423bd3
58049746,5a6f760e9bfc31d04a002795
58181449,599329f75458d50926001f8f
59198958,5b69dd1afd5551516d423c59
67840081,5d4d76157542d406823efb3a
68795805,5f3a2febac5c210242b1388c
69919773,5f3a2febac5c210242b137f9
74799996,5f3a2febac5c210242b1392c
78482207,5f3a2febac5c210242b138e9
78908018,5f3a2febac5c210242b13870
79454591,5f3a2febac5c210242b13875
79588414,5f3a2febac5c210242b138d6
82682011,6110bb2041d13e06bc32b698
82869655,6110bb1f41d13e06bc32b5e2
82873414,6110bb1f41d13e06bc32b5cf
82874665,6110bb2041d13e06bc32b6d0
82881716,6110bb2041d13e06bc32b6d5
107158155,64ed82dcf66ca307606371a5
107158758,64e83b67f9068801a50dc36e
107158843,64ccedc625c7d90447a04f19
107162202,64ccedc625c7d90447a04e50
107933220,63062e7e45a2b8049e4b246f
107933254,63062e7f45a2b8049e4b264c
108574460,63062e7e45a2b8049e4b2483
21735244,57a096d1bdb63a6e5a003b73
31329967,599329f75458d50926001edf
57755949,5b6c4502a2624e07b49e7d9a
57756202,5b69dd1afd5551516d423ba4
57763350,5c05863cc78a1200c495ca83
58221333,5d4d76157542d406823efb4e
59903111,5d4d76157542d406823efa6f
61413637,599329f75458d50926001f81
67390870,5f3a2febac5c210242b13929
74799817,5f3a2febac5c210242b13936
76380251,5f51598459929b02a6ba12da
79611168,5d4d76157542d406823efa77
82348227,5f3a2febac5c210242b1388f
82881787,6110bb2041d13e06bc32b6b0
89872696,61aa482140b2ad0718c91bf8
95699271,574f2c6a2f805cd901003b25
95878151,5f3a2febac5c210242b137e7
96285082,63062e7f45a2b8049e4b30fb
96291145,63062e7f45a2b8049e4b300a
96291765,63062e7f45a2b8049e4b3008
96292662,63062e7f45a2b8049e4b2fd8
107162084,64ccedc625c7d90447a04ee3
107932906,63062e7e45a2b8049e4b2431
107933127,63062e7f45a2b8049e4b263d
107933267,63062e7f45a2b8049e4b2611
107933332,574f2c682f805cd901003765
108428945,63062e7f45a2b8049e4b26c5
57525115,5ca2636b5085470b622e12b2
57525324,59a6c777c24d7e605e002010
57763226,599329f65458d50926001e59
57845537,5b69dd1afd5551516d423bf2
58179085,599329f75458d50926001f77
58430657,599329f65458d50926001dde
58430747,58b76bccca38d3a07c001df7
58707348,599329f65458d50926001e60
60005839,5d4d76157542d406823efb2a
82347569,611bf7f66dd2d912b8756b1c
82750877,614236961dd52226512bb6c0
82869673,6110bb2041d13e06bc32b700
82888106,6110bb2041d13e06bc32b6bc
95240219,63062e7f45a2b8049e4b3055
95876594,63062e7f45a2b8049e4b3088
95877903,599329f75458d50926001f7d
95877983,599329f75458d50926001f39
96029048,63062e7f45a2b8049e4b261e
96283842,5b72f6e320ef470a616f79d4
107161950,64ccedc625c7d90447a04e99
107933251,63062e7f45a2b8049e4b25dc
107933266,63062e7f45a2b8049e4b25ee
107933361,63062e7f45a2b8049e4b261d
108574114,63062e7e45a2b8049e4b2454
108574291,63062e7f45a2b8049e4b26d8
21192041,57a096d1bdb63a6e5a003bf6
21262539,574f2c692f805cd90100383e
56047255,5b69dd1afd5551516d423b45
58047294,599329f75458d50926001e8d
60010499,5d4d76157542d406823efb34
67081506,5f3a2febac5c210242b13874
67933323,5f3a2febac5c210242b138a6
74591917,5f3a2febac5c210242b13921
79458704,5d4d76157542d406823efa81
82874771,6110bb1f41d13e06bc32b5fe
82874787,6110bb2041d13e06bc32b714
82881772,604bd20ec5eca4036dd14057
95628593,574f2c692f805cd9010039ea
95816306,5b7437fae802830210ae5fc3
95876599,63062e7f45a2b8049e4b30b6
95878400,63062e7f45a2b8049e4b30e8
98815864,63062e7f45a2b8049e4b26b5
100128719,63062e7e45a2b8049e4b24c8
107161940,64ccedc625c7d90447a04e3e
107162147,64ccedc625c7d90447a04e78
107676340,63062e7e45a2b8049e4b25b6
107933235,63062e7e45a2b8049e4b2555
108184071,64ccedc525c7d90447a046f9
108574118,63062e7e45a2b8049e4b2474
108574276,574f2c682f805cd90100379b
108574281,63062e7e45a2b8049e4b2498
108575283,63062e7f45a2b8049e4b2650
108575284,63062e7f45a2b8049e4b2700
21153121,581c9c69db14988b72001e01
21357974,57a096d1bdb63a6e5a003bb2
21396430,57a096d1bdb63a6e5a003b42
53432424,5cc339c3df33da18ea8fb8d4
57170161,5b69dd1afd5551516d423c20
57524942,599329f65458d50926001db6
57591493,5b69dd1afd5551516d423bd2
57599459,574f2c692f805cd90100387f
57831671,599329f65458d50926001e32
58098519,5b69dd1afd5551516d423b5d
58707336,599329f65458d50926001e49
61549512,574f2c692f805cd901003a21
68118363,5c6f47357fa02c044f08c3ac
79794107,5fe2ec2747e16403d575d4b4
82149019,6110bb2041d13e06bc32b6c2
82343163,6110bb2041d13e06bc32b67d
82741330,5fdccffa398db4056cb20cca
82874663,6110bb2041d13e06bc32b69c
95878150,5894b590d65f68d848001def
96291293,63062e7f45a2b8049e4b3139
96291579,63062e7f45a2b8049e4b3113
96292360,63062e7f45a2b8049e4b2fd1
105210944,63062e7e45a2b8049e4b259c
107157646,64ccedc625c7d90447a04f0d
107161881,64ccedc625c7d90447a04e81
107557462,63062e7e45a2b8049e4b2503
107932940,63062e7f45a2b8049e4b25f0
107932968,63062e7f45a2b8049e4b25e3
107933225,63062e7e45a2b8049e4b247f
108428776,63062e7e45a2b8049e4b2567
108574457,63062e7e45a2b8049e4b244f
21302896,57bcbee19577c0d62e003ce3
21423594,574f2c692f805cd901003981
21864168,57a096d1bdb63a6e5a003b52
51720244,5c6c801df37019050a2f33e4
57763421,5b76f476674372036e725bb8
57827666,5b69dd1afd5551516d423bb4
57831561,599329f75458d50926001ef4
59750430,574f2c692f805cd9010039ae
59901143,5d4d76157542d406823efafd
59903021,5d4d76157542d406823efb78
60010908,5d4d76157542d406823efb7a
79589954,5f3a2febac5c210242b1387f
82348235,6123fd7b56867d2188b6cc2f
82806437,6110bb1f41d13e06bc32b5cc
82811666,6110bb2041d13e06bc32b6a0
82821372,6110bb2041d13e06bc32b678
82821376,6110bb2041d13e06bc32b6ab
82874668,6110bb2041d13e06bc32b703
96291508,5c99396c00a0450cc0f987e1
96292667,63062e7f45a2b8049e4b303a
96292971,574f2c6a2f805cd901003b04
107158790,64ccedc625c7d90447a04e5d
107158833,64ccedc625c7d90447a04e7d
107933038,63062e7e45a2b8049e4b24c4
108428889,63062e7e45a2b8049e4b256e
108574754,63062e7f45a2b8049e4b26c6
21396446,57a096d1bdb63a6e5a003c0f
21423621,574f2c6a2f805cd901003a94
21596100,57a096d1bdb63a6e5a003ba1
33878300,599329f65458d50926001dcc
56827394,58b882e1555f4f221d001df5
57160824,599329f65458d50926001dd7
57775519,5b69dd1afd5551516d423be5
57844396,5b69dd1afd5551516d423b6b
58179256,5995bfde52e7040a4f001fd7
58707855,599329f65458d50926001e1f
76137962,5f6e3e3984383b109aa43f38
78617906,5f3a2febac5c210242b138e1
82347373,6110bb1f41d13e06bc32b60a
82662166,611eebd771de613db6856977
82841419,5f3a2febac5c210242b13822
82869661,6110bb1f41d13e06bc32b645
95896354,63062e7e45a2b8049e4b25a3
96287555,63062e7f45a2b8049e4b3101
96292394,574f2c6a2f805cd901003af7
97595113,5f3a2febac5c210242b137c5
107161892,64ccedc625c7d90447a04f1f
107161895,64dc5e53c497c80131c149d5
107932969,63062e7f45a2b8049e4b25e4
107933024,63062e7e45a2b8049e4b2475
107984674,64ef810ccde9c11a1fa6b8bb
108428934,63062e7e45a2b8049e4b2563
21187762,574f2c6a2f805cd901003b99
21272400,57a096d1bdb63a6e5a003c15
21371555,574f2c682f805cd9010037da
21519471,57a096d1bdb63a6e5a003c0a
21672378,57a096d1bdb63a6e5a003b39
21125062,57a096d1bdb63a6e5a003b22
21361344,57a096d1bdb63a6e5a003b5f
21596114,57a096d1bdb63a6e5a003b57
57160294,599329f75458d50926001f91
57827591,5b69dd1afd5551516d423c56
57831596,599329f65458d50926001dda
58049793,599329f65458d50926001e21
59925476,5d4d76157542d406823efa41
60005261,5d4d76157542d406823efb31
60005587,5d4d76157542d406823efb6d
69798959,5f3a2febac5c210242b1394d
76387285,5bd740813801f101bbd2138b
77092493,5f3a2febac5c210242b1385a
78300629,5d4d76157542d406823efb70
81454191,5d4d76157542d406823efa0a
82870106,6110bb1f41d13e06bc32b621
82870234,6110bb2041d13e06bc32b660
82881703,6110bb1f41d13e06bc32b608
82881712,6110bb2041d13e06bc32b6b3
95275865,63062e7e45a2b8049e4b248b
95506344,63062e7f45a2b8049e4b3077
95552995,574f2c692f805cd901003a20
95870927,63062e7f45a2b8049e4b2677
95876602,63062e7f45a2b8049e4b30f8
96292512,63062e7f45a2b8049e4b3041
96292799,574f2c6a2f805cd901003b8d
97776231,574f2c692f805cd90100387d
97858012,63062e7e45a2b8049e4b24c5
98166877,63062e7f45a2b8049e4b2692
108428779,63062e7e45a2b8049e4b259e
108428785,63062e7f45a2b8049e4b264a
108428831,63062e7f45a2b8049e4b264e
21396351,57a096d1bdb63a6e5a003afe
52340949,5b69dd1afd5551516d423c2d
57827201,5b69dd1afd5551516d423b4a
59198630,5b9ab843e2f7b7054c0dc7a7
59893792,5b6b1b1fc277dd027241e8e4
67013527,5e3c547ce99966005b2e8450
77933055,5f3a2febac5c210242b13927
78488482,5f3a2febac5c210242b1385d
95123123,63062e7f45a2b8049e4b2fee
95421098,63062e7f45a2b8049e4b30a0
95421125,63062e7f45a2b8049e4b3076
95648923,63062e7f45a2b8049e4b3152
95877906,63062e7f45a2b8049e4b3086
95878036,63062e7f45a2b8049e4b30e0
95878237,63062e7f45a2b8049e4b30b9
96283843,63062e7f45a2b8049e4b2fbf
96286832,63062e7f45a2b8049e4b3110
96291142,63062e7f45a2b8049e4b2fde
96292390,574f2c692f805cd901003982
96974548,63062e7f45a2b8049e4b25f8
107158788,64ccedc625c7d90447a04e3d
107161896,64e8c948914c9304fde53633
107162213,64ccedc625c7d90447a04ede
107915392,64d83de90e2ddb64a9a4c010
